fnlwgt,sum
181773,40
109996,40
98116,90
342642,75
205424,145
328581,55
111095,66
213308,50
370585,80
195607,40
35649,46
191765,110
116901,25
168521,90
106935,85
174063,40
110134,40
357118,100
115414,40
133060,140
306383,50
369114,80
146110,24
123397,105
178644,95
215943,80
217169,40
185072,40
424988,45
373185,42
100651,40
224234,40
169152,40
166634,120
117983,126
129059,30
258490,55
186324,5
216284,20
142457,20
223594,40
255439,40
116608,193
92178,80
63676,40
158746,80
126889,60
133136,40
229498,20
192878,80
128831,40
156606,30
218596,40
146949,83
208003,40
169853,64
143517,40
31033,40
151985,24
193459,190
312771,40
165201,49
179446,40
32616,106
161572,45
180807,60
283760,40
164529,40
106964,40
135924,60
113543,120
80165,50
306830,40
376683,30
543477,40
101387,50
358533,40
265807,150
118806,45
228157,40
35969,111
309272,40
140092,80
149704,80
132178,50
484669,40
227644,90
215096,20
99891,30
188661,50
306473,40
109928,35
191921,65
136198,15
162593,80
123211,44
303674,20
80479,40
96459,80
144844,132
199763,189
124672,40
66695,35
344351,40
239409,160
154526,40
205712,38
186370,40
224634,45
192884,60
73621,42
161337,40
245215,50
77332,50
161674,40
103218,40
101475,40
188568,40
83783,40
83671,130
278938,20
147707,140
305053,40
164040,40
238185,40
57651,42
237478,40
404421,40
152249,35
308077,40
94242,16
193235,24
161027,60
269991,40
276967,40
206002,40
261241,155
266081,40
270517,80
31924,15
96219,65
39530,44
84726,80
289390,47
117253,40
276456,30
285902,40
157289,160
262196,8
84197,10
193748,15
197286,168
77975,40
186272,160
113948,45
298249,40
235521,48
143372,80
67725,45
281138,40
139616,95
258006,40
279914,85
236338,35
98630,40
346053,40
109702,30
49657,40
233993,15
360491,40
34028,48
170871,160
182866,120
253759,128
207940,106
102723,40
143912,50
180553,80
201664,80
153489,130
92008,28
243226,40
117028,40
478315,40
517995,40
159911,95
205643,45
269182,40
68848,35
175232,343
23780,125
175883,40
257485,40
31757,38
244372,52
212125,20
234125,40
96062,308
25005,111
253799,87
216636,40
637080,25
150886,25
140012,20
234460,80
150812,35
42596,133
246829,40
312427,30
116820,50
80249,72
103403,40
199018,40
111232,55
104359,40
287320,40
140849,49
226943,35
367292,40
107277,20
369538,80
98535,40
168381,40
145389,65
369781,25
216342,55
150488,40
110380,52
172364,88
268145,85
83374,30
239161,92
311671,80
146409,40
230039,68
196963,30
216924,84
408813,50
299223,40
215219,30
447066,50
113440,95
115851,120
159909,40
298601,40
91209,40
185732,70
124827,200
158177,35
316000,80
176077,77
237620,30
229977,35
478205,40
51939,15
156805,40
71067,55
357870,50
291355,60
81223,48
134447,120
266945,40
179285,50
131573,8
113337,42
100875,28
182100,40
273828,40
266764,45
236321,25
159077,48
209691,182
97304,40
174975,36
301229,40
173584,50
223678,32
395022,40
95530,40
117125,40
175972,55
105838,45
218164,84
217807,35
264390,40
29557,40
84547,40
105907,20
174675,40
216035,40
52566,40
103524,40
346189,40
152157,20
217019,28
227856,147
200783,100
121471,120
99491,20
231777,70
85272,30
219565,40
446140,55
115331,35
185394,74
189664,80
71458,50
374313,50
170979,40
199591,25
323069,145
128224,25
242597,40
581071,48
245873,40
25649,50
387108,40
264738,42
376936,90
38488,40
290740,50
241626,30
553405,50
321086,50
167781,50
408717,90
37109,60
199698,60
193961,80
182360,60
201595,70
280292,32
151764,50
78090,48
173497,15
154087,80
32334,50
169047,10
187584,40
300777,70
160572,47
247566,24
303521,40
132806,13
78913,50
176069,101
175456,80
170916,40
340614,50
206964,80
234542,40
209423,38
163434,145
421561,150
114650,40
107910,40
135776,30
178976,40
46162,25
205249,40
242700,50
185554,65
110128,40
19700,50
188711,50
79619,42
145868,40
169982,150
136472,48
431192,2
207540,80
316261,20
92531,40
45537,40
182187,73
35245,40
188856,55
201865,185
431513,65
35890,40
355918,140
160625,102
33308,150
131681,50
53942,40
183168,83
52888,10
142182,110
257940,40
305673,40
24344,40
749105,36
184169,35
75134,25
318264,30
433170,60
48882,40
380462,40
204145,45
92036,80
177791,40
158924,80
358373,36
56929,50
101926,70
390368,99
167770,55
120057,45
193216,40
115497,40
244172,115
338320,260
313873,70
425049,50
197918,120
170301,40
203642,40
236328,48
125954,40
212302,40
160445,80
146460,40
162944,40
59469,65
130741,40
295163,40
128047,42
143175,45
268127,80
248978,40
375980,37
31368,40
48211,35
108198,15
371987,80
296453,90
330826,30
302612,40
121559,40
141795,30
229939,40
240356,55
41281,50
321770,75
156430,40
226978,35
202682,80
230951,80
100316,35
309348,19
35236,124
145704,35
240543,20
265192,45
220314,40
263670,80
173888,80
211028,85
222294,40
142874,36
292933,10
98418,90
53903,90
184198,13
268661,50
474617,40
264148,45
213412,120
255685,40
167265,187
101977,45
88676,35
298661,40
309178,40
144161,30
229744,60
90582,40
167380,90
297246,9
227282,100
34180,245
150011,40
220901,30
144165,30
209297,40
497788,50
255334,25
45599,40
231196,90
277192,40
134509,40
221167,105
192507,50
210338,15
148959,35
271012,40
41938,8
33114,30
215190,40
209433,40
130731,35
211762,40
156623,50
196943,65
466325,12
201954,100
59612,154
175029,75
273575,40
95946,50
283268,78
214695,60
210164,80
184620,40
172186,80
362826,45
118494,44
157069,40
148550,40
107417,37
153254,40
47871,50
193863,16
136077,100
86723,52
255014,55
410034,175
186385,48
108933,75
272090,65
165360,40
264593,40
49797,80
194068,50
242147,45
110597,30
247731,40
178815,95
293528,3
206339,40
326400,70
22966,118
262656,40
129865,100
388247,40
130060,40
102583,109
185602,40
360096,60
288341,32
333953,30
184839,40
200928,62
252714,70
93206,145
76625,120
208117,40
314627,40
53598,40
29798,20
34080,80
41031,35
67544,50
391867,40
171242,140
103824,40
388725,80
383239,40
243240,37
183612,100
306495,75
460408,135
219267,28
201178,30
228124,40
248059,132
117816,70
159442,200
52532,50
341741,12
289257,40
213385,140
33798,195
164113,40
154405,85
75890,4
229125,40
190625,55
67125,60
109532,40
90693,70
221745,40
189502,80
32385,30
279490,40
404085,40
168827,42
188467,40
121124,525
227794,40
226525,100
247679,45
250791,48
197176,75
194864,18
77845,15
420986,80
273701,10
102597,119
198727,70
31007,30
202188,50
146243,30
168211,124
157403,60
223732,40
72321,12
91048,35
205469,40
554317,35
76280,40
193769,20
157367,35
78424,54
232151,40
483201,40
216116,157
47570,40
405083,40
183620,85
107373,80
97789,50
80145,100
196584,40
30269,40
215392,120
301583,40
182570,40
245842,44
265266,200
344200,40
152189,80
487347,45
191917,40
392694,50
159319,50
138251,60
208291,50
206974,40
219300,25
35507,45
207066,87
201481,40
78875,40
204116,40
187415,50
50929,60
183479,70
176185,402
103950,40
358636,70
242375,30
316298,40
103063,40
38472,60
360252,40
175441,40
152369,60
76017,25
271013,40
139145,60
145522,40
114797,116
355756,40
73839,40
294395,80
225330,90
185836,40
37932,90
254500,36
168312,40
109418,35
216068,38
157612,140
231323,40
277314,90
129620,30
577521,13
247205,40
151443,30
31873,40
154410,250
110920,40
260669,1
162205,72
72443,60
309196,40
174150,40
164569,48
168943,30
125491,69
237848,3
263836,30
224108,90
334105,10
123147,80
167501,50
93223,35
305834,25
115551,20
367314,40
270276,40
222637,55
38245,60
238582,41
150463,40
372525,148
189468,30
221740,30
95500,40
117944,25
363707,40
140869,40
319163,80
195532,203
260614,40
333611,54
155664,300
183616,50
33610,185
171876,85
219276,40
217424,24
39477,70
264874,80
83286,40
241013,40
70884,100
186785,50
86483,40
104438,40
117525,1
320376,88
472166,40
208415,40
233327,40
125856,140
133061,160
219426,40
188280,40
174182,24
89182,80
157331,40
111961,30
193945,45
64785,30
182131,20
107233,95
225124,80
266150,40
218550,16
224943,105
424478,45
193158,40
117210,200
251841,43
283281,40
45612,37
368140,50
242923,40
325159,90
365430,80
106976,40
222971,40
165316,30
136306,24
82847,100
167725,236
225317,40
180318,35
265618,40
117595,24
281678,55
380544,60
47783,30
152503,85
318537,40
220993,98
139086,40
39181,60
104724,40
331776,40
197422,40
58916,30
159709,40
189944,72
105189,50
194987,40
154474,42
396895,35
144380,50
202516,35
91711,150
302603,45
215503,110
192779,263
208656,20
135436,110
120155,39
160339,40
229393,40
304710,30
150080,40
30824,56
203894,79
317681,10
197058,40
255949,40
352640,40
157595,80
150106,20
100009,55
231357,40
261519,35
231672,40
252842,20
252466,24
275703,40
143110,30
199739,100
181219,40
182614,40
155198,35
417941,40
33374,35
191754,50
32958,40
347336,12
367749,130
171722,39
175254,40
193304,40
242804,40
215404,40
29582,40
124940,44
177733,35
319248,25
317443,55
236985,40
102193,45
27653,35
427686,80
432154,8
251239,40
367251,40
173125,24
81136,30
141326,140
309630,40
32121,40
143857,35
73689,55
141807,180
167523,85
352612,40
695136,30
347834,40
227840,40
173316,80
253642,30
334744,90
168479,40
233490,50
202874,40
53197,170
137814,75
172129,40
158437,35
124692,275
157942,40
150309,245
147322,40
53727,90
166988,80
216647,30
169460,40
182308,40
95113,37
281504,40
50879,6
168165,30
167737,143
321666,60
197688,40
314913,53
98738,40
203653,40
329603,80
216149,70
147147,20
497280,20
202033,80
258498,112
193090,145
189850,40
411395,36
167793,100
261646,55
151459,38
309463,40
169186,65
208103,25
193298,45
74712,40
118197,65
91433,40
116165,14
252250,121
106092,45
116163,90
26911,66
470203,30
280714,40
126133,40
181132,40
104461,50
82783,80
244945,140
213887,157
82049,80
106437,140
172652,8
241174,115
179112,40
188398,30
365050,20
354923,40
361742,50
190457,70
158294,160
203126,52
281209,50
204425,20
172694,90
459189,50
353795,40
141868,40
92811,40
202498,120
226668,35
190105,55
244406,40
158319,24
119628,50
171889,24
214881,80
72931,20
35598,40
246250,40
248595,40
33945,55
147719,40
101260,40
34292,98
54318,90
31670,125
164229,40
113466,120
155397,55
463667,8
115784,169
444607,25
283872,20
177271,75
164386,48
315026,40
152909,85
94754,80
50018,40
204840,56
218649,40
149204,40
361494,40
30035,40
121238,40
88653,40
138370,170
122584,40
206565,45
69328,50
147280,100
248990,224
221955,199
184553,106
376973,42
83704,70
32185,210
380560,80
170276,10
107846,30
256953,44
217692,38
343403,112
226379,25
221661,75
102936,55
201861,45
162947,40
216129,415
154600,4
183162,40
210830,30
192399,60
217953,40
263444,45
215572,40
55568,90
227491,65
473133,140
251730,60
82646,55
318972,65
143995,20
180401,40
119176,40
197311,40
164231,35
32837,56
119957,35
183945,60
360814,45
167832,80
362654,90
126402,60
299197,40
153471,35
193451,45
38294,80
91811,40
113597,71
32509,40
169683,40
114032,145
136363,20
67586,35
170504,40
363425,40
198223,85
221550,30
186808,80
169549,80
183257,20
389850,50
189589,40
110355,85
264924,40
76127,35
111772,40
136277,32
103358,40
56920,60
352188,40
66622,25
386877,80
111243,85
24153,80
259840,105
110747,40
118308,50
193524,260
203067,130
76107,45
103474,155
45796,185
158506,16
365516,40
398220,40
175398,20
199191,80
236684,44
185336,112
91189,148
224421,84
190418,30
158343,40
376789,15
77581,40
225904,40
197077,40
199240,20
148291,32
241607,50
178033,60
185607,30
323269,40
153484,100
405526,40
41103,20
74680,110
348092,40
214378,40
268965,40
121912,106
172146,40
147097,5
358585,40
207988,35
209428,25
207022,40
242077,40
267763,80
291494,50
168470,80
100063,40
81280,65
119429,40
220537,40
128640,25
204247,50
154604,40
143653,80
219838,80
376277,35
176117,35
246392,70
19914,145
617021,40
182504,25
407913,40
799281,38
328606,103
289353,24
28473,40
133471,40
262570,40
177107,35
206343,80
327964,40
27012,50
409201,40
278122,40
129673,50
110981,40
164870,40
242987,40
402778,12
166386,105
188119,40
262819,100
174732,61
190174,80
180928,55
209894,40
425622,55
115882,20
173804,75
84790,95
123971,49
272856,50
343847,38
39603,40
353281,20
313702,80
122175,85
339767,20
133122,40
293398,40
114396,35
52900,82
236827,40
145214,60
189775,60
103809,40
257574,20
370119,200
126386,40
185357,50
197387,201
192290,20
159269,15
202521,55
327786,42
114870,40
212936,15
148673,10
236096,40
158162,50
298161,40
231413,120
247869,60
365020,40
240398,15
89648,50
129674,48
250647,82
113654,37
228860,85
52795,46
215468,7
172327,42
161334,65
38001,20
177366,20
272944,225
117357,70
238376,40
256723,35
256504,46
368476,24
340880,168
116812,40
145656,24
426562,35
122244,28
308608,50
190762,98
153238,32
113995,45
401508,40
116968,45
187352,40
185942,40
354148,48
25265,70
37202,45
315303,45
198091,72
45093,115
366180,55
176317,77
108947,40
283743,40
203003,105
142689,45
147015,50
205428,45
171301,40
304169,35
345073,48
173271,40
238386,40
136028,70
154422,110
107744,40
96827,40
248708,40
291951,40
125833,40
55139,50
133336,80
157272,50
140590,63
72208,40
186556,50
96055,45
246933,40
204254,45
172175,170
240562,40
149811,59
243842,80
118793,205
168981,164
119079,49
115717,40
318259,36
243871,45
103986,119
35603,40
657397,40
394669,40
281437,55
165441,40
202856,36
212660,10
171933,40
163494,30
213955,40
166416,189
129338,10
123429,325
130589,45
235733,45
209629,40
108470,17
235986,50
199450,40
236596,85
221026,20
101689,40
403037,40
237868,55
163894,40
120359,40
172664,110
53366,100
288983,40
215095,30
243776,40
114969,40
43285,20
118584,40
206129,40
140581,40
122353,85
180497,40
150171,40
322999,20
36209,22
153685,52
107460,37
196898,40
117444,135
217654,40
286342,70
275181,37
190739,32
123302,40
316820,164
136224,70
114495,100
113913,60
193215,50
302347,40
108023,80
129311,95
346480,50
97870,15
29235,100
111939,120
107411,190
33487,140
191800,35
302041,40
182437,95
175070,170
195770,26
115070,40
105582,140
75472,40
205152,175
335625,40
108185,40
108438,80
148623,35
179633,40
361838,6
134727,83
43652,40
106023,40
161819,65
250724,45
326048,128
269455,45
373952,40
219599,40
165767,40
691903,60
126708,60
115209,40
161400,40
279472,48
170165,92
206051,245
104052,42
91145,95
179668,240
31600,40
410913,40
95303,40
176753,88
192569,79
298885,40
397466,60
256956,40
339588,40
213214,40
75821,40
121781,37
98986,30
262511,20
28451,37
169926,80
261418,40
118710,120
354573,44
45891,42
122616,84
104196,354
101455,40
263552,50
257869,28
464502,40
268861,99
118847,44
295589,165
99478,40
116580,20
24395,70
335481,32
198259,45
406955,40
315287,80
164940,25
185057,260
119762,50
87605,40
67728,135
197530,40
186495,32
108390,20
69758,40
117526,45
158603,25
196971,115
359828,44
245305,42
229394,95
202053,32
167094,50
80511,44
188307,40
36376,60
86644,55
364099,20
164991,38
304906,85
199288,90
236994,60
97153,40
43408,40
158528,40
270502,20
117618,164
251063,40
510072,135
186061,40
205949,40
241001,44
103277,219
30800,40
308064,40
138270,40
114801,60
161460,30
71195,60
321274,50
223206,40
207172,120
295791,68
185267,72
252292,40
250038,165
85018,40
171355,60
51543,48
229148,140
526164,40
225541,40
86681,40
247355,16
157262,45
299090,30
192017,110
340567,55
182750,45
219318,70
228075,60
211299,45
276369,45
228452,30
162184,40
37402,25
135607,40
293324,40
112761,40
349230,100
68461,40
189462,211
20507,50
205504,20
191204,40
366066,40
55294,40
68089,40
173631,70
84409,75
274222,38
216093,40
422149,40
181916,40
293485,40
47176,15
175081,60
153535,36
188610,48
82388,78
108467,55
205343,40
337867,40
155919,40
202496,37
88432,50
144911,20
188166,40
386175,50
175387,40
151626,125
316120,40
199725,60
89652,24
107138,40
196420,45
297767,40
128876,120
165107,40
33895,45
29762,310
145178,68
214143,40
208067,40
165267,40
333270,35
153005,40
138153,20
319165,50
122489,60
371089,40
263150,20
377401,70
274398,20
20676,48
121488,40
58222,60
282721,12
217971,13
93034,40
210991,80
166934,40
419895,40
259284,50
147002,40
201273,40
306108,80
120408,20
86701,56
102318,105
202415,40
104235,99
106698,112
66614,40
257659,3
177211,130
268832,24
149388,40
171598,50
108069,40
204486,8
262345,6
409922,90
100818,40
109530,40
190385,117
199480,25
152150,40
279872,40
375655,90
207025,38
179949,20
147269,60
212237,45
210488,50
142171,35
158810,70
158242,40
95455,55
214678,30
306710,40
411273,40
209230,6
203570,40
112164,40
318891,40
194698,150
109766,110
334308,30
100219,90
109482,98
152657,40
816750,40
165694,15
240013,70
267790,40
187087,40
214865,50
330715,120
289230,48
296738,60
52753,40
182074,160
38240,80
340341,40
383058,40
244214,35
173682,123
183606,40
183203,50
176544,48
244523,20
110003,40
53042,120
186819,52
330836,40
233419,40
406826,45
251508,36
158451,47
110586,40
177413,40
30118,42
557082,38
410489,45
107801,152
176140,80
149347,175
182566,40
112835,80
167424,35
100605,54
58441,40
203334,45
302836,40
34918,83
173488,20
133729,17
120426,40
123384,40
84306,90
67808,40
125527,50
114060,171
235556,45
187158,15
143931,40
129495,40
52822,60
151540,16
119153,50
352542,40
104651,50
62857,60
291755,199
153718,25
229566,60
132055,40
152071,60
44677,40
325732,52
199963,40
201872,50
175821,34
289944,45
133756,40
231053,100
64922,120
214955,85
199471,38
65368,12
47429,40
201785,50
266489,50
472070,40
163085,20
316235,32
169983,30
116057,16
112821,35
231515,47
104293,40
303954,87
176648,42
358975,85
116788,40
210869,80
280758,60
227594,128
206874,40
245521,35
161745,105
169879,47
128354,105
501671,40
234885,40
322171,40
132819,41
126117,40
461678,90
233382,40
238008,40
82488,118
113044,30
82393,356
222539,90
282830,40
247328,80
85440,45
183973,48
190661,50
291547,46
344991,40
363963,40
37306,45
162869,65
544792,40
297742,40
101549,15
212783,38
123174,37
258872,5
109428,40
1097453,60
153416,55
372636,40
186126,38
236938,38
187424,20
25429,61
394927,180
25141,60
310101,40
154882,35
327127,20
161950,57
186434,40
304175,50
291568,40
446654,40
230315,40
260578,40
179512,50
128764,20
199193,25
170600,40
104993,40
194534,60
464103,90
101146,40
50349,34
81400,25
174391,80
143267,48
357059,35
405386,28
140559,70
88513,18
225978,80
132683,50
289960,48
79646,50
174209,45
201556,50
116961,20
113307,40
77774,34
50385,45
111949,70
216851,120
60735,60
157287,40
336404,40
207415,40
238802,50
155434,48
399155,40
203445,40
178922,35
46788,25
87653,25
177633,50
29696,80
112403,155
176810,40
78141,40
121111,80
96844,37
57889,45
41356,179
117473,40
397346,80
395567,80
257310,40
243878,40
34091,38
325033,35
268726,46
128401,40
239322,40
190088,30
116044,50
183513,25
171225,40
276840,20
113703,20
204752,122
186415,65
328663,40
93449,100
110954,45
175431,60
170718,40
244341,40
36039,40
340899,80
235693,40
154891,92
151364,40
180871,105
39827,40
69045,40
28568,60
131033,15
189975,60
469602,15
89636,60
321733,40
335427,20
295510,45
175769,125
477867,40
363395,40
146329,23
183884,85
350162,40
31778,65
122288,36
220342,65
98829,50
187861,44
118993,10
607799,60
119111,40
185408,40
167081,50
196610,40
659558,40
112310,40
56004,40
102102,90
28366,40
152883,40
87285,24
192485,20
607848,125
158611,50
112650,120
381789,145
224763,40
173664,45
236992,50
188081,80
166740,128
120460,50
100226,40
242773,20
315406,88
390997,50
220115,62
197189,40
297906,100
125190,40
183845,38
190909,40
64671,40
32372,199
177955,80
222853,50
115815,20
145504,40
171814,40
99971,50
299324,40
328776,40
109570,35
262778,87
319637,40
99870,55
124793,125
183898,210
90127,60
234263,40
120277,443
103575,37
140474,75
215712,35
118799,40
114062,40
169846,40
322208,40
107160,70
111675,43
185660,40
132026,45
120131,522
177307,65
155472,50
114263,40
174640,60
117236,45
166597,40
197689,38
234190,55
115963,82
263307,45
217039,28
189679,50
67187,48
166894,40
192257,40
46712,40
45363,90
282202,40
287828,40
187652,118
251579,28
235849,35
324654,40
148769,40
359759,60
230467,40
255575,15
158827,40
223763,105
247564,75
84737,75
75409,40
172927,50
585361,40
216413,25
177526,135
354024,40
35210,40
164320,40
301526,40
84253,24
78291,40
204788,40
159159,30
286370,40
205653,30
206532,50
308945,155
235924,40
181920,45
100563,40
97453,94
268639,60
136975,40
201299,40
406051,80
188793,35
43587,35
40822,15
26698,84
200679,50
156728,191
105116,40
44257,60
238648,40
386040,40
255386,80
36169,60
234699,60
362165,25
227244,50
222925,40
244115,30
108808,50
40925,40
50442,132
150264,20
110977,90
206721,40
56536,18
102986,40
433989,60
254127,50
132661,100
226494,45
162410,45
301948,3
193755,130
128162,24
214706,40
54260,179
53850,40
159389,40
44368,95
82521,40
169383,85
78104,105
250504,60
486332,40
79324,80
59474,80
144833,40
185749,40
35663,40
236470,40
317809,100
220939,85
175999,40
92845,40
373628,20
116620,25
554986,40
290306,40
227800,82
119272,135
162404,100
143046,263
160062,65
214303,50
112269,40
99476,73
126771,7
54732,20
339667,41
144898,40
101833,40
52728,40
47296,20
338290,40
138991,50
82566,95
47343,40
156980,60
99184,40
426895,55
155066,100
103408,120
426263,40
121127,40
190023,160
447488,65
149698,55
221157,30
261232,80
142624,40
115438,40
271352,12
32312,60
159603,66
154227,158
274096,20
48859,32
123727,119
198050,53
182158,30
134613,43
71683,49
291248,40
341757,40
425497,20
244770,40
104756,8
165232,40
133616,80
136787,80
141580,90
175614,40
183801,97
157639,90
245378,145
76714,55
69739,40
313243,100
240857,40
133050,81
169482,80
65171,110
74660,120
462440,20
332379,170
95108,40
411797,75
123718,20
36383,40
182191,30
25932,60
211046,40
190912,40
120135,40
204596,28
285263,75
106740,40
188136,38
207120,118
217226,30
114056,84
204577,60
31053,40
138938,50
94413,110
154537,90
251612,45
191841,70
131379,40
198813,120
196001,60
412316,80
247025,237
207665,40
114719,50
176949,52
220132,40
98756,50
113054,43
41108,62
132130,40
200289,59
381851,40
55395,120
377018,100
143526,40
259363,110
197672,40
29306,40
454508,145
38948,190
94392,20
169324,122
238917,212
127014,60
24090,35
230387,35
359292,40
327397,30
190391,130
45817,50
100099,80
201122,133
104193,40
237630,50
182416,42
292217,40
119124,40
33442,40
203761,245
256240,130
288049,45
239303,50
96840,40
176026,40
184632,50
250639,24
374137,40
256211,144
216472,45
29825,5
341178,44
342164,52
130438,80
750972,41
173243,165
172071,78
232900,25
312242,3
208785,90
189265,120
282674,40
291578,50
260617,76
141483,120
273051,52
234213,108
207887,50
86860,15
148576,35
265038,110
175023,37
253841,45
123703,80
117476,40
194186,60
195507,55
187164,105
298695,48
240160,40
146499,88
110476,40
349431,40
403489,85
204567,60
74156,30
231573,40
85374,40
207277,90
146719,80
218215,165
184806,50
289190,40
506858,32
262425,50
199596,50
324854,40
204410,44
312015,40
105017,80
130724,25
218990,46
115880,80
151763,25
176118,80
164019,10
461337,73
274228,84
216907,77
99554,40
204123,10
317040,54
45857,104
195433,30
235826,40
237720,78
164135,50
257765,40
138557,40
74879,40
175586,75
316509,50
374905,90
50814,80
245147,40
26401,25
202662,40
365465,85
39369,40
139883,40
410615,60
58124,85
51618,40
79331,40
190297,55
115511,50
160300,115
127016,40
412435,40
179761,40
415354,40
161857,40
154493,44
35330,137
176341,40
180976,35
185042,40
298891,40
90668,80
203697,75
137367,218
133144,81
103395,45
69847,90
186982,45
235535,48
179627,40
283342,20
206369,50
342575,30
232664,40
410351,190
204590,80
217568,40
182567,40
156542,40
357848,40
29312,120
277533,40
342768,80
136137,90
212433,40
105010,105
192565,185
24712,35
278522,80
351324,80
308812,60
357596,55
126011,40
49308,40
112860,35
387871,30
244025,56
145441,296
149044,60
250314,40
111994,119
366416,40
184307,90
70282,82
329874,40
312446,60
161259,12
374588,60
37618,140
488541,35
178915,40
145649,25
144236,60
263886,20
171327,40
243256,15
303291,35
194538,48
194748,49
113513,50
317539,40
160029,22
383637,20
287476,40
194537,40
116800,95
93213,62
209286,40
116830,90
229414,30
188278,145
188877,40
115005,40
110442,45
234731,40
237601,55
213615,40
123586,40
52967,6
65372,130
162816,45
78277,15
168038,92
221436,40
274969,42
519006,52
188815,20
224680,20
187336,40
271521,112
248448,40
164570,50
289448,40
104858,56
77760,85
233777,202
152795,92
292803,24
279297,60
112941,40
323810,40
290528,40
142766,90
80710,40
170649,68
281739,50
107410,80
34378,315
334113,80
376483,70
34383,55
13769,30
431426,6
115831,40
171133,40
338033,72
180449,28
55076,60
86143,190
170017,90
177727,130
186067,10
308239,16
161508,90
329993,90
361280,142
161279,36
100270,40
647882,40
119225,40
363875,40
399020,55
112137,100
189219,64
269042,40
30751,60
65738,47
93853,45
236379,45
220871,40
141550,40
122626,48
197093,60
212407,40
200671,40
176452,80
183169,40
258124,40
236910,60
94744,20
209213,95
217120,50
470368,48
80986,20
211408,40
308285,40
103121,40
255817,40
46706,40
462294,84
180339,165
235882,60
37072,90
191777,155
188798,150
190205,25
339755,50
169388,15
90414,55
298133,40
172684,44
126010,40
182855,48
191175,50
342384,55
252210,40
222289,94
316059,36
375170,35
76129,40
167063,40
152044,3
249644,48
175648,40
122493,212
174515,80
375657,30
428030,50
211804,100
400356,40
197322,50
489085,40
215247,20
194049,35
102542,52
306513,85
470663,90
602513,50
326310,44
261278,110
849857,40
190367,45
249043,66
46094,33
116707,80
126208,40
389270,35
304302,80
219042,40
103078,40
146579,40
191355,85
159670,80
70209,20
230743,40
147314,50
249706,40
438711,40
176037,40
231912,37
181776,90
99151,40
177945,65
101722,147
173110,40
204518,40
461715,25
249208,48
187073,40
91367,45
295308,20
123157,38
199883,100
201763,50
160646,35
173580,40
117017,24
50397,55
511361,40
78171,40
177121,96
38309,80
183598,40
95902,40
195372,20
394820,20
137076,140
288419,80
33088,40
296085,40
94892,40
243829,50
176175,24
186203,50
75333,24
44566,120
212668,30
339954,40
215743,40
49737,50
108446,40
31008,30
165822,40
252024,92
154430,100
194475,40
284758,40
282979,50
192924,40
126568,33
420749,70
116508,130
107190,20
174714,206
200408,80
261688,60
57957,15
140164,40
80058,285
335376,30
46466,40
163998,159
563883,60
214288,80
177083,155
268524,15
143589,40
479482,40
288568,40
374918,40
203138,50
234271,80
137088,80
263340,15
162238,135
178309,90
37937,193
76901,55
125321,40
174794,96
178353,140
249289,40
198078,40
244566,80
104164,40
193335,40
151411,45
94245,40
203821,40
214117,40
93021,40
227158,40
392812,145
166549,135
282944,50
390817,65
118947,40
172037,40
27959,40
351810,90
162621,14
304463,65
173674,14
285787,40
99146,425
158737,40
162297,20
110794,40
122660,40
204494,56
272411,80
266973,60
318644,20
145637,48
249147,30
282611,40
365871,40
93318,85
204516,100
28967,40
460214,40
250832,40
199934,120
186666,40
154171,60
283499,105
266281,40
150975,40
170408,30
131534,40
208137,40
205153,40
182163,80
183374,15
181762,105
26904,98
238959,217
209934,65
49020,188
120920,35
249727,72
167816,35
323573,20
314539,40
290560,45
267859,120
166327,35
121407,36
468713,80
183445,70
231473,30
100669,150
454614,8
715938,40
106273,38
112453,4
32220,60
250782,48
75826,80
105312,73
183811,80
63424,40
163826,80
150371,40
37238,45
167678,22
87584,40
243190,160
103345,40
402539,40
208874,40
301853,40
37210,95
389856,40
137296,78
226084,40
444743,40
44419,40
250170,40
182828,45
174368,40
176634,115
170324,40
412296,63
324420,45
413227,35
195189,40
317032,50
143774,57
158609,8
247075,45
28765,60
126849,20
177783,50
32126,40
119578,20
165365,40
321760,17
65038,80
142675,160
218415,10
418020,50
22907,40
168515,80
176008,40
71860,60
114401,19
96635,116
528616,80
203070,194
205528,40
335605,50
482927,65
543162,40
219737,37
373050,80
279593,2
215243,42
264436,40
159788,80
190122,40
194954,15
120471,40
36311,35
198790,30
83401,40
469864,40
153788,37
168334,30
335421,60
92440,50
106110,99
56248,170
91608,40
348771,36
215797,40
192936,80
257250,376
185053,80
212661,39
126850,40
266635,30
430471,40
231482,40
325007,25
175479,40
156819,71
386370,50
223975,20
220836,20
126076,50
177426,20
215944,55
190044,170
250238,40
40295,139
110445,60
357933,15
124930,40
219483,72
384246,50
101452,60
266439,85
305319,40
164204,53
145697,30
206008,110
96554,40
99183,9
242736,40
124648,40
381618,45
125421,118
126154,40
566049,8
204062,48
120544,15
117409,40
128170,40
207948,40
86808,118
197732,12
142682,30
53588,40
258430,19
221172,364
299810,90
118966,18
187770,30
150076,30
123345,65
185503,50
39239,70
473547,40
25826,47
80574,38
101500,40
291147,50
312766,40
110748,130
54849,20
414994,80
119344,36
31703,40
192384,160
170108,170
136450,35
254905,40
45427,49
98010,90
120121,50
107682,176
336969,28
25497,40
79303,105
404601,30
419554,54
24647,40
300168,40
159580,115
141264,40
